doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.1109/icalt49669.2020.00033,Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced learners and programming-novice learners,2020,2020 IEEE 20TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT 2020),core,1.0,3,False,12.0,12.0,13.0,,72.0,Computational thinking; Perception; Robot; Computer science; Mathematics education,Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced 
10.1145/3328778.3366845,Understanding students' computational thinking through cognitive interviews: A learning trajectory-based analysis,2020,SIGCSE 2020: PROCEEDINGS OF THE 51ST ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.7250000000000001,3,False,12.0,12.0,14.0,,69.0,Repetition (rhetorical device); Cognition; Decomposition; Sequence (biology); Mathematics education,Understanding students' computational thinking through cognitive interviews: A learning trajectory-based analysis
10.16949/turkbilmat.643709,Adaption of the computational thinking test into Turkish,2020,Turkish Journal of Computer and Mathematics Education,broad,0.7000000000000001,1,False,12.0,12.0,10.0,,57.0,Physics; Humanities; Art,Adaption of the computational thinking test into Turkish
10.23919/ilrn47897.2020.9155152,Computational Thinking in Augmented Reality: An Investigation of Collaborative Debugging Practices,2020,PROCEEDINGS OF 2020 6TH INTERNATIONAL CONFERENCE OF THE IMMERSIVE LEARNING RESEARCH NETWORK (ILRN 2020),core,0.8166666666666667,3,False,12.0,12.0,11.0,,70.0,Affordance; Computer science; Debugging; Computational thinking; Augmented reality,Computational Thinking in Augmented Reality: An Investigation of Collaborative Debugging Practices
10.31349/revmexfise.17.285,Exploring Fraunhofer diffraction through Tracker and spreadsheet: An alternative lab activity for distance learning,2020,Revista Mexicana de Fisica E,core,0.8500000000000001,2,False,12.0,12.0,6.0,,71.0,Visualization; Diffraction; Computer science; Software; Distance education,Exploring Fraunhofer diffraction through Tracker and spreadsheet: An alternative lab activity for distance learning
10.6092/issn.1970-2221/11583,"Computational thinking, spatial and logical skills. An investigation at primary school",2020,Ricerche di Pedagogia e Didattica,broad,0.5416666666666667,3,False,12.0,12.0,,,96.0,Mathematics education; Primary (astronomy); Logical reasoning; Computational thinking; Spatial intelligence,"Computational thinking, spatial and logical skills. An investigation at primary school"
10.1007/978-981-13-6528-7_10,Teaching Computational Thinking Using Mathematics Gamification in Computer Science Game Tournaments,2019,,core,0.8500000000000001,2,False,12.0,12.0,15.0,,84.0,Algebra over a field; Computer science; Symbolic computation; Recreational mathematics; Software,Teaching Computational Thinking Using Mathematics Gamification in Computer Science Game Tournaments
10.1109/iccse.2019.8845503,A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course,2019,14TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND EDUCATION (ICCSE 2019),broad,0.7250000000000001,3,False,12.0,12.0,9.0,,57.0,Mathematics education; Computer science; Computational thinking; Class (philosophy); Process (computing),A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course
10.1145/3371647.3371651,Assessing computational thinking skills at first stages of schooling,2019,ACM International Conference Proceeding Series,core,1.0,3,False,12.0,12.0,11.0,,65.0,Computational thinking; Mathematics education; Computer science; Abstraction; Comprehension,Assessing computational thinking skills at first stages of schooling
10.1109/fie.2018.8659268,Computing for the Critters: Exploring Computational Thinking of Children in an Informal Learning Setting,2018,"Proceedings - Frontiers in Education Conference, FIE",core,0.9083333333333334,3,False,12.0,12.0,10.0,,57.0,Computational thinking; Coding (social sciences); Ethnic group; Computer science; Mathematics education,Computing for the Critters: Exploring Computational Thinking of Children in an Informal Learning Setting
10.1109/tale.2018.8615334,Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learning Cycles,2018,,broad,0.6333333333333333,3,False,12.0,12.0,12.0,,138.0,Curriculum; Computer science; Coding (social sciences); Computational thinking; Process (computing),Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learni
10.1145/3284179.3284180,Report of the Spanish computing scientific society on computing education in pre-university stages,2018,ACM International Conference Proceeding Series,broad,0.5416666666666667,3,False,12.0,12.0,8.0,9.7,42.0,Computer science; Government (linguistics); The Internet; Digital literacy; Informatics,Report of the Spanish computing scientific society on computing education in pre-university stages
10.23919/mipro.2018.8400127,Teaching future teachers to code - Programming and computational thinking for teacher students,2018,,broad,0.5416666666666667,3,False,12.0,12.0,8.0,,72.0,Computational thinking; Computer science; Mathematics education; Code (set theory); Computer programming,Teaching future teachers to code - Programming and computational thinking for teacher students
10.4324/9781315109503,How can fact encourage collaboration and selfcorrection?,2018,,broad,0.575,2,False,12.0,12.0,17.0,1.85,9.0,Psychology; Natural language processing; Linguistics; Computer science; Artificial intelligence,How can fact encourage collaboration and selfcorrection?
10.1007/978-3-319-52691-1_5,Proto-computational Thinking: The Uncomfortable Underpinnings,2017,"EMERGING RESEARCH, PRACTICE, AND POLICY ON COMPUTATIONAL THINKING",broad,0.5416666666666667,3,False,12.0,12.0,12.0,,25.0,Psychology; Cognitive science; Cognitive psychology,Proto-computational Thinking: The Uncomfortable Underpinnings
10.1109/fie.2017.8190654,The use of computational thinking in digital fabrication projects: A case study from the cognitive perspective,2017,"Proceedings - Frontiers in Education Conference, FIE",broad,0.575,2,False,12.0,12.0,7.0,,44.0,Computational thinking; Perspective (graphical); Computer science; Cognition; Set (abstract data type),The use of computational thinking in digital fabrication projects: A case study from the cognitive perspective
10.1145/3017680.3022467,Teacher configurable coding challenges for block languages,2017,PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'17),core,0.8500000000000001,2,False,12.0,12.0,10.0,,37.0,Computer science; Coding (social sciences); Personalization; Programming language; Context (archaeology),Teacher configurable coding challenges for block languages
10.1145/3078072.3091990,Tuk Tuk: A block-based programming game,2017,PROCEEDINGS OF THE 2017 ACM CONFERENCE ON INTERACTION DESIGN AND CHILDREN (IDC 2017),broad,0.5416666666666667,3,False,12.0,12.0,11.0,,29.0,Computational thinking; Computer science; Coding (social sciences); Task (project management); Block (permutation group theory),Tuk Tuk: A block-based programming game
10.1145/3144826.3145350,A first proposal of Pedagogic Conversational Agents to develop computational thinking in children,2017,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,12.0,12.0,12.0,,60.0,Computational thinking; Computer science; Human–computer interaction; Mathematics education; Artificial intelligence,A first proposal of Pedagogic Conversational Agents to develop computational thinking in children
10.1145/3144826.3145450,Development of computational thinking skills and collaborative learning in initial education students through educational activities supported by ICT resources and programmable educational robots,2017,ACM International Conference Proceeding Series,core,1.0,3,False,12.0,12.0,9.0,,71.0,Rubric; Computational thinking; Curriculum; Computer science; Information and Communications Technology,Development of computational thinking skills and collaborative learning in initial education students through educational activities support
10.1109/siie.2016.7751816,PC-01: Introduction to computational thinking: Educational technology in primary and secondary education,2016,,broad,0.6333333333333333,3,False,12.0,12.0,8.0,,67.0,Computational thinking; Computer science; Course (navigation); Set (abstract data type); Process (computing),PC-01: Introduction to computational thinking: Educational technology in primary and secondary education
10.4018/978-1-5225-2005-4,Moving students of color from consumers to producers of technology,2016,,core,0.8500000000000001,2,False,12.0,12.0,87.0,77.89999999999998,18.0,Business; Advertising; Marketing,Moving students of color from consumers to producers of technology
10.1109/fie.2015.7344115,Effects of gender and abstract thinking factors on adolescents' computer program learning,2015,"Proceedings - Frontiers in Education Conference, FIE",broad,0.6333333333333333,3,False,12.0,12.0,12.0,,38.0,Computational thinking; Computer science; Abstraction; Mathematics education; Coding (social sciences),Effects of gender and abstract thinking factors on adolescents' computer program learning
10.1109/mite.2013.6756334,A pragmatic approach to develop computational thinking skills in novices in Computing Education,2013,,core,1.0,3,False,12.0,12.0,11.0,,51.0,Computational thinking; Computer science; Mathematics education; Management science; Artificial intelligence,A pragmatic approach to develop computational thinking skills in novices in Computing Education
10.1145/2532748.2532768,Computational thinking skills in dutch secondary education,2013,ACM International Conference Proceeding Series,core,0.8500000000000001,2,False,12.0,12.0,11.0,3.0,60.0,Computational thinking; Computer science; Focus (optics); Mathematics education; Phase (matter),Computational thinking skills in dutch secondary education
10.1109/fie.2011.6142928,A novel interdisciplinary course in gerontechnology for disseminating computational thinking,2011,"Proceedings - Frontiers in Education Conference, FIE",core,1.0,3,False,12.0,12.0,8.0,,72.0,Computational thinking; Teamwork; Dissemination; Computer science; Mathematics education,A novel interdisciplinary course in gerontechnology for disseminating computational thinking
