policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.1434507,The Critical Makers Reader: (Un)learning Technology,2019,Institute of Network Cultures,Facility,Facility,grid.509684.6,NL,Netherlands,,Amsterdam,52.359886,4.907376,https://app.dimensions.ai/details/policy_documents/policy.1434507,https://networkcultures.org/,Computational Thinking,policy_document
policy.1433045,STEM strategy for education and training: third annual report,2021,Scottish Government,Government,Government,grid.421126.2,GB,United Kingdom,Scotland,Edinburgh,55.95356,-3.184061,https://app.dimensions.ai/details/policy_documents/policy.1433045,http://www.gov.scot/#slide/1,Computational Thinking,policy_document
policy.1432063,Latin American economic outlook 2020,2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1432063,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1431640,Mobilizing Technology for Development : An Assessment of World Bank Group Preparedness,2021,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1431640,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1431464,How British Columbia implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1431464,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1409776,How Uruguay implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1409776,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1393900,Education Policy Brief Latin America and the Caribbean #2: Four Key Elements to Make Hybrid Education a Reality,2020,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1393900,https://www.iadb.org/,Computational Thinking,policy_document
policy.1392559,Education and training 2020,2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1392559,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1382847,The Future of Jobs and Jobs Training,2017,Pew Research Center,Nonprofit,Nonprofit,grid.479573.b,US,United States,District of Columbia,Washington D.C.,38.904137,-77.03743,https://app.dimensions.ai/details/policy_documents/policy.1382847,https://www.pewresearch.org,Computational Thinking,policy_document
policy.1382537,Experts Predict More Digital Innovation by 2030 Aimed at Enhancing Democracy,2020,Pew Research Center,Nonprofit,Nonprofit,grid.479573.b,US,United States,District of Columbia,Washington D.C.,38.904137,-77.03743,https://app.dimensions.ai/details/policy_documents/policy.1382537,https://www.pewresearch.org,Computational Thinking,policy_document
policy.1381836,How England implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1381836,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1381464,Togo Digital Economy Diagnostic Report,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1381464,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1381448,Innovation & digitalisation,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1381448,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1380410,Women's Economic Security: Securing the Future of Canada's Economy,2018,Library of Parliament,Archive,Archive,grid.462491.c,CA,Canada,Ontario,Ottawa,45.425484,-75.70031,https://app.dimensions.ai/details/policy_documents/policy.1380410,http://www.lop.parl.gc.ca/About/Library/VirtualLibrary/index-e.asp,Computational Thinking,policy_document
policy.1379423,"Creativity, a transversal skill for lifelong learning",2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1379423,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1363805,"Creativity, a transversal skill for lifelong learning",2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1363805,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1353562,Sources of Data on Digital Talent in Latin America and the Caribbean,2020,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1353562,https://www.iadb.org/,Computational Thinking,policy_document
policy.1351780,Volume II – Curriculum Advances,2020,World Meteorological Organization,Government,Government,grid.426193.b,CH,Switzerland,,Geneva,46.223396,6.146614,https://app.dimensions.ai/details/policy_documents/policy.1351780,https://www.wmo.int/pages/index_en.html,Computational Thinking,policy_document
policy.1348609,2019 Partnership Report: Financing a Sustainable Future,2020,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1348609,https://www.iadb.org/,Computational Thinking,policy_document
policy.1348226,Los videojuegos no son un juego: Los desconocidos éxitos de los estudios de América Latina y el Caribe,2019,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1348226,https://www.iadb.org/,Computational Thinking,policy_document
policy.1348225,TechnoCreative Entrepreneurships: Creativity and Technology: Allies or Enemies?,2019,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1348225,https://www.iadb.org/,Computational Thinking,policy_document
policy.1348053,Taking Stock of IDB Lab's Skills for the Future Projects 2016-2019,2020,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1348053,https://www.iadb.org/,Computational Thinking,policy_document
policy.1347343,Sources of Data on Digital Talent in Latin America and the Caribbean,2020,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1347343,https://www.iadb.org/,Computational Thinking,policy_document
policy.1346065,2018 Partnership Report: A Decade of Partnership,2019,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1346065,https://www.iadb.org/,Computational Thinking,policy_document
policy.1345476,Advanced technologies for industry,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1345476,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1345472,Prospective report on the future of social innovation in education,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1345472,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1345435,Prospective report on the future of non-formal and informal learning,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1345435,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1337965,Shaping digital education policy,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1337965,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1326960,A Study on Structures to Support Continuous Learning – International Benchlearning,2019,Prime Minister's Office Finland,Government,Government,grid.483439.1,FI,Finland,,Helsinki,60.16957,24.954002,https://app.dimensions.ai/details/policy_documents/policy.1326960,http://vnk.fi/en/frontpage,Computational Thinking,policy_document
policy.1274671,The likely impact of COVID-19 on education,2020,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1274671,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1207719,Accelerating Digital Transformation in Zambia : Digital Economy Diagnostic Report,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1207719,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1118296,The role of digital government in the European Semester process 2018,2019,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1118296,http://publications.europa.eu/en/home,Computational Thinking,policy_document
